-0.538775 -0.587374 0.95
-0.539745 -0.59041 0.96
-0.540649 -0.593384 0.97
-0.541489 -0.596298 0.98
-0.542267 -0.599151 0.99
-0.542984 -0.601943 1
-0.543641 -0.604675 1.01
-0.54424 -0.607347 1.02
-0.544783 -0.609957 1.03
-0.545271 -0.612508 1.04
-0.545706 -0.614999 1.05
-0.546088 -0.617429 1.06
-0.546421 -0.619799 1.07
-0.546704 -0.62211 1.08
-0.546939 -0.62436 1.09
-0.547129 -0.626551 1.1
-0.547273 -0.628683 1.11
-0.547374 -0.630755 1.12
-0.547433 -0.632767 1.13
-0.54745 -0.63472 1.14
-0.547428 -0.636614 1.15
-0.547368 -0.638448 1.16
-0.54727 -0.640224 1.17
-0.547137 -0.64194 1.18
-0.546968 -0.643597 1.19
-0.546766 -0.645196 1.2
-0.546532 -0.646736 1.21
-0.546265 -0.648217 1.22
-0.545969 -0.64964 1.23
-0.545643 -0.651004 1.24
-0.545289 -0.65231 1.25
-0.544908 -0.653558 1.26
-0.544501 -0.654747 1.27
-0.544068 -0.655879 1.28
-0.543611 -0.656952 1.29
-0.543131 -0.657967 1.3
-0.542628 -0.658925 1.31
-0.542103 -0.659825 1.32
-0.541558 -0.660667 1.33
-0.540993 -0.661452 1.34
-0.540409 -0.662179 1.35
-0.539807 -0.662849 1.36
-0.539187 -0.663462 1.37
-0.53855 -0.664017 1.38
-0.537898 -0.664516 1.39
-0.53723 -0.664958 1.4
-0.536548 -0.665343 1.41
-0.535852 -0.665671 1.42
-0.535143 -0.665943 1.43
-0.534421 -0.666158 1.44
-0.533687 -0.666317 1.45
-0.532942 -0.66642 1.46
-0.532186 -0.666467 1.47
-0.53142 -0.666457 1.48
-0.530645 -0.666392 1.49
-0.529861 -0.666272 1.5
-0.529068 -0.666095 1.51
-0.528267 -0.665863 1.52
-0.527458 -0.665576 1.53
-0.526643 -0.665234 1.54
-0.525821 -0.664836 1.55
-0.524993 -0.664384 1.56
-0.52416 -0.663877 1.57
-0.523321 -0.663315 1.58
-0.522477 -0.662699 1.59
-0.521629 -0.662029 1.6
-0.520777 -0.661304 1.61
-0.519921 -0.660525 1.62
-0.519062 -0.659693 1.63
-0.5182 -0.658807 1.64
-0.517336 -0.657867 1.65
-0.516469 -0.656874 1.66
-0.5156 -0.655827 1.67
-0.51473 -0.654728 1.68
-0.513858 -0.653576 1.69
-0.512985 -0.652371 1.7
-0.512111 -0.651113 1.71
-0.511237 -0.649804 1.72
-0.510362 -0.648442 1.73
-0.509488 -0.647028 1.74
-0.508613 -0.645562 1.75
-0.507739 -0.644045 1.76
-0.506865 -0.642477 1.77
-0.505992 -0.640857 1.78
-0.50512 -0.639186 1.79
-0.50425 -0.637465 1.8
-0.50338 -0.635693 1.81
-0.502512 -0.63387 1.82
-0.501646 -0.631998 1.83
-0.500782 -0.630076 1.84
-0.49992 -0.628104 1.85
-0.499059 -0.626082 1.86
-0.498201 -0.624011 1.87
-0.497346 -0.621891 1.88
-0.496493 -0.619723 1.89
-0.495642 -0.617506 1.9
-0.494795 -0.61524 1.91
-0.49395 -0.612927 1.92
-0.493108 -0.610565 1.93
-0.492269 -0.608157 1.94
-0.491434 -0.6057 1.95
-0.490601 -0.603197 1.96
-0.489772 -0.600647 1.97
-0.488946 -0.59805 1.98
-0.488124 -0.595408 1.99
-0.487305 -0.592719 2
